k,AMI
20,0.28661762979866484
50,0.2874168109223021
70,0.2892511588780046
90,0.29133958074951927
100,0.29330271429612026
130,0.2928397222446278
150,0.29260119964778886
170,0.2935091118466999
190,0.2913771495892323
200,0.29102625362030854
