k,AMI
20,0.2152874540145013
50,0.22180754884309067
70,0.2216920765866183
90,0.222776470024579
100,0.22150566579341824
130,0.22367543487116578
150,0.22433417822374885
170,0.22350793231755586
190,0.22431055501392452
200,0.22462043577481564
