Cluster,Class,Count,Percentage of class (%)
0,1,7224,38.96
0,2,824,15.81
0,10,1839,37.27
0,11,2502,21.44
1,1,3278,17.68
1,2,4062,77.92
1,10,2190,44.39
1,11,2936,25.16
2,1,6959,37.53
2,2,40,0.77
2,10,1,0.02
2,11,48,0.41
3,1,1082,5.84
3,2,287,5.51
3,10,904,18.32
3,11,6183,52.99
